CodeElement, SuspiciousScore
org.apache.commons.math.linear.EigenDecompositionImpl#eigenvaluesRange(int,int):1157, 5.53631
org.apache.commons.math.linear.EigenDecompositionImpl#eigenvaluesRange(int,int):1158, 5.53631
org.apache.commons.math.linear.EigenDecompositionImpl#eigenvaluesRange(int,int):1159, 5.53631
org.apache.commons.math.linear.EigenDecompositionImpl#eigenvaluesRange(int,int):1160, 5.53631
org.apache.commons.math.linear.EigenDecompositionImpl#eigenvaluesRange(int,int):1161, 5.53631
org.apache.commons.math.linear.EigenDecompositionImpl#eigenvaluesRange(int,int):1162, 5.53631
org.apache.commons.math.linear.EigenDecompositionImpl#eigenvaluesRange(int,int):1163, 5.53631
org.apache.commons.math.linear.EigenDecompositionImpl#eigenvaluesRange(int,int):1167, 5.53631
org.apache.commons.math.linear.EigenDecompositionImpl#eigenvaluesRange(int,int):1168, 5.53631
org.apache.commons.math.linear.EigenDecompositionImpl#eigenvaluesRange(int,int):1169, 5.53631
org.apache.commons.math.linear.EigenDecompositionImpl#eigenvaluesRange(int,int):1170, 5.53631
org.apache.commons.math.linear.EigenDecompositionImpl#eigenvaluesRange(int,int):1172, 5.53631
org.apache.commons.math.linear.EigenDecompositionImpl#eigenvaluesRange(int,int):1175, 5.53631
org.apache.commons.math.linear.EigenDecompositionImpl#eigenvaluesRange(int,int):1176, 5.53631
org.apache.commons.math.linear.EigenDecompositionImpl#eigenvaluesRange(int,int):1177, 5.53631
org.apache.commons.math.linear.EigenDecompositionImpl#eigenvaluesRange(int,int):1179, 5.53631
org.apache.commons.math.linear.EigenDecompositionImpl#eigenvaluesRange(int,int):1180, 5.53631
org.apache.commons.math.linear.EigenDecompositionImpl#eigenvaluesRange(int,int):1183, 5.53631
org.apache.commons.math.linear.EigenDecompositionImpl#eigenvaluesRange(int,int):1186, 5.53631
org.apache.commons.math.linear.EigenDecompositionImpl#eigenvaluesRange(int,int):1187, 5.53631
org.apache.commons.math.linear.EigenDecompositionImpl#eigenvaluesRange(int,int):1188, 5.53631
org.apache.commons.math.linear.EigenDecompositionImpl#eigenvaluesRange(int,int):1190, 5.53631
org.apache.commons.math.linear.EigenDecompositionImpl#eigenvaluesRange(int,int):1194, 5.53631
org.apache.commons.math.linear.EigenDecompositionImpl#eigenvaluesRange(int,int):1197, 5.53631
org.apache.commons.math.linear.EigenDecompositionImpl#eigenvaluesRange(int,int):1198, 5.53631
org.apache.commons.math.linear.EigenDecompositionImpl#eigenvaluesRange(int,int):1199, 5.53631
org.apache.commons.math.linear.EigenDecompositionImpl#eigenvaluesRange(int,int):1201, 5.53631
org.apache.commons.math.linear.EigenDecompositionImpl#eigenvaluesRange(int,int):1202, 5.53631
org.apache.commons.math.linear.EigenDecompositionImpl#eigenvaluesRange(int,int):1205, 5.53631
org.apache.commons.math.linear.EigenDecompositionImpl#eigenvaluesRange(int,int):1208, 5.53631
org.apache.commons.math.linear.EigenDecompositionImpl#eigenvaluesRange(int,int):1209, 5.53631
org.apache.commons.math.linear.EigenDecompositionImpl#eigenvaluesRange(int,int):1210, 5.53631
org.apache.commons.math.linear.EigenDecompositionImpl#eigenvaluesRange(int,int):1212, 5.53631
org.apache.commons.math.linear.EigenDecompositionImpl#eigenvaluesRange(int,int):1216, 5.53631
org.apache.commons.math.linear.EigenDecompositionImpl#eigenvaluesRange(int,int):1218, 5.53631
org.apache.commons.math.linear.EigenDecompositionImpl#ldlTDecomposition(double,int,int):1253, 4.484360000000001
org.apache.commons.math.linear.EigenDecompositionImpl#ldlTDecomposition(double,int,int):1254, 4.484360000000001
org.apache.commons.math.linear.EigenDecompositionImpl#ldlTDecomposition(double,int,int):1255, 4.484360000000001
org.apache.commons.math.linear.EigenDecompositionImpl#ldlTDecomposition(double,int,int):1256, 4.484360000000001
org.apache.commons.math.linear.EigenDecompositionImpl#ldlTDecomposition(double,int,int):1257, 4.484360000000001
org.apache.commons.math.linear.EigenDecompositionImpl#ldlTDecomposition(double,int,int):1258, 4.484360000000001
org.apache.commons.math.linear.EigenDecompositionImpl#ldlTDecomposition(double,int,int):1259, 4.484360000000001
org.apache.commons.math.linear.EigenDecompositionImpl#ldlTDecomposition(double,int,int):1260, 4.484360000000001
org.apache.commons.math.linear.EigenDecompositionImpl#ldlTDecomposition(double,int,int):1261, 4.484360000000001
org.apache.commons.math.linear.EigenDecompositionImpl#ldlTDecomposition(double,int,int):1263, 4.484360000000001
org.apache.commons.math.linear.EigenDecompositionImpl#updateSigma(double):1682, 4.37927
org.apache.commons.math.linear.EigenDecompositionImpl#updateSigma(double):1683, 4.37927
org.apache.commons.math.linear.EigenDecompositionImpl#updateSigma(double):1684, 4.37927
org.apache.commons.math.linear.EigenDecompositionImpl#updateSigma(double):1685, 4.37927
org.apache.commons.math.linear.EigenDecompositionImpl#updateSigma(double):1686, 4.37927
org.apache.commons.math.linear.EigenDecompositionImpl#updateSigma(double):1687, 4.37927
org.apache.commons.math.linear.EigenDecompositionImpl#updateSigma(double):1688, 4.37927
org.apache.commons.math.linear.EigenDecompositionImpl#updateSigma(double):1689, 4.37927
org.apache.commons.math.linear.EigenDecompositionImpl#updateSigma(double):1690, 4.37927
org.apache.commons.math.linear.EigenDecompositionImpl#updateSigma(double):1692, 4.37927
org.apache.commons.math.linear.EigenDecompositionImpl#computeSplits():697, 4.313074985851425
org.apache.commons.math.linear.EigenDecompositionImpl#computeSplits():698, 4.313074985851425
org.apache.commons.math.linear.EigenDecompositionImpl#computeSplits():699, 4.313074985851425
org.apache.commons.math.linear.EigenDecompositionImpl#computeSplits():700, 4.313074985851425
org.apache.commons.math.linear.EigenDecompositionImpl#computeSplits():692, 4.313050308509457
org.apache.commons.math.linear.EigenDecompositionImpl#computeSplits():695, 4.313050308509457
org.apache.commons.math.linear.EigenDecompositionImpl#computeSplits():696, 4.313050308509457
org.apache.commons.math.linear.EigenDecompositionImpl#computeSplits():707, 4.313050308509457
org.apache.commons.math.linear.EigenDecompositionImpl#computeSplits():708, 4.313050308509457
org.apache.commons.math.linear.EigenDecompositionImpl#computeSplits():701, 4.31136
org.apache.commons.math.linear.EigenDecompositionImpl#computeSplits():702, 4.31136
org.apache.commons.math.linear.EigenDecompositionImpl#computeSplits():703, 4.31136
org.apache.commons.math.linear.Array2DRowRealMatrix#multiply(org.apache.commons.math.linear.RealMatrix):254, 4.123700994448736
org.apache.commons.math.linear.Array2DRowRealMatrix#multiply(org.apache.commons.math.linear.RealMatrix):255, 4.12241
org.apache.commons.math.linear.Array2DRowRealMatrix#multiply(org.apache.commons.math.linear.RealMatrix):256, 4.12241
org.apache.commons.math.linear.Array2DRowRealMatrix#multiply(org.apache.commons.math.linear.Array2DRowRealMatrix):271, 4.061196781658194
org.apache.commons.math.linear.Array2DRowRealMatrix#multiply(org.apache.commons.math.linear.Array2DRowRealMatrix):273, 4.061196781658194
org.apache.commons.math.linear.Array2DRowRealMatrix#multiply(org.apache.commons.math.linear.Array2DRowRealMatrix):274, 4.061196781658194
org.apache.commons.math.linear.Array2DRowRealMatrix#multiply(org.apache.commons.math.linear.Array2DRowRealMatrix):275, 4.061196781658194
org.apache.commons.math.linear.Array2DRowRealMatrix#multiply(org.apache.commons.math.linear.Array2DRowRealMatrix):276, 4.061196781658194
org.apache.commons.math.linear.Array2DRowRealMatrix#multiply(org.apache.commons.math.linear.Array2DRowRealMatrix):277, 4.061196781658194
org.apache.commons.math.linear.Array2DRowRealMatrix#multiply(org.apache.commons.math.linear.Array2DRowRealMatrix):278, 4.061196781658194
org.apache.commons.math.linear.Array2DRowRealMatrix#multiply(org.apache.commons.math.linear.Array2DRowRealMatrix):279, 4.061196781658194
org.apache.commons.math.linear.Array2DRowRealMatrix#multiply(org.apache.commons.math.linear.Array2DRowRealMatrix):280, 4.061196781658194
org.apache.commons.math.linear.Array2DRowRealMatrix#multiply(org.apache.commons.math.linear.Array2DRowRealMatrix):281, 4.061196781658194
org.apache.commons.math.linear.Array2DRowRealMatrix#multiply(org.apache.commons.math.linear.Array2DRowRealMatrix):282, 4.061196781658194
org.apache.commons.math.linear.Array2DRowRealMatrix#multiply(org.apache.commons.math.linear.Array2DRowRealMatrix):283, 4.061196781658194
org.apache.commons.math.linear.Array2DRowRealMatrix#multiply(org.apache.commons.math.linear.Array2DRowRealMatrix):285, 4.061196781658194
org.apache.commons.math.linear.Array2DRowRealMatrix#multiply(org.apache.commons.math.linear.Array2DRowRealMatrix):289, 4.061196781658194
org.apache.commons.math.linear.AbstractRealMatrix#transpose():603, 4.0077211111111115
org.apache.commons.math.linear.AbstractRealMatrix#transpose():604, 4.0077211111111115
org.apache.commons.math.linear.AbstractRealMatrix#transpose():605, 4.0077211111111115
org.apache.commons.math.linear.AbstractRealMatrix#transpose():606, 4.0077211111111115
org.apache.commons.math.linear.AbstractRealMatrix#transpose():616, 4.0077211111111115
org.apache.commons.math.linear.Array2DRowRealMatrix#walkInRowOrder(org.apache.commons.math.linear.RealMatrixPreservingVisitor):482, 3.9852446522890936
org.apache.commons.math.linear.Array2DRowRealMatrix#walkInRowOrder(org.apache.commons.math.linear.RealMatrixPreservingVisitor):483, 3.9852446522890936
org.apache.commons.math.linear.Array2DRowRealMatrix#walkInRowOrder(org.apache.commons.math.linear.RealMatrixPreservingVisitor):484, 3.9852446522890936
org.apache.commons.math.linear.Array2DRowRealMatrix#walkInRowOrder(org.apache.commons.math.linear.RealMatrixPreservingVisitor):485, 3.9852446522890936
org.apache.commons.math.linear.Array2DRowRealMatrix#walkInRowOrder(org.apache.commons.math.linear.RealMatrixPreservingVisitor):486, 3.9852446522890936
org.apache.commons.math.linear.Array2DRowRealMatrix#walkInRowOrder(org.apache.commons.math.linear.RealMatrixPreservingVisitor):487, 3.9852446522890936
org.apache.commons.math.linear.Array2DRowRealMatrix#walkInRowOrder(org.apache.commons.math.linear.RealMatrixPreservingVisitor):488, 3.9852446522890936
org.apache.commons.math.linear.Array2DRowRealMatrix#walkInRowOrder(org.apache.commons.math.linear.RealMatrixPreservingVisitor):491, 3.9852446522890936
org.apache.commons.math.linear.EigenDecompositionImpl#decompose():237, 3.976260308509457
org.apache.commons.math.linear.EigenDecompositionImpl#decompose():238, 3.976260308509457
org.apache.commons.math.linear.EigenDecompositionImpl#decompose():239, 3.976260308509457
org.apache.commons.math.linear.EigenDecompositionImpl#decompose():240, 3.976260308509457
org.apache.commons.math.linear.EigenDecompositionImpl#decompose():243, 3.976260308509457
org.apache.commons.math.linear.EigenDecompositionImpl#decompose():246, 3.976260308509457
org.apache.commons.math.linear.EigenDecompositionImpl#decompose():249, 3.97457
org.apache.commons.math.linear.EigenDecompositionImpl#decompose():251, 3.97457
org.apache.commons.math.linear.MatrixUtils#checkMultiplicationCompatible(org.apache.commons.math.linear.AnyMatrix,org.apache.commons.math.linear.AnyMatrix):650, 3.9482225720702853
org.apache.commons.math.linear.MatrixUtils#checkMultiplicationCompatible(org.apache.commons.math.linear.AnyMatrix,org.apache.commons.math.linear.AnyMatrix):656, 3.9482225720702853
org.apache.commons.math.linear.MatrixUtils#checkMultiplicationCompatible(org.apache.commons.math.linear.AnyMatrix,org.apache.commons.math.linear.AnyMatrix):651, 3.94718
org.apache.commons.math.linear.MatrixUtils#createRealMatrix(double[][]):106, 3.932535978352085
org.apache.commons.math.linear.AbstractRealMatrix.5#visit(int,int,double):611, 3.6106511111111113
org.apache.commons.math.linear.AbstractRealMatrix.5#visit(int,int,double):612, 3.6106511111111113
org.apache.commons.math.linear.DefaultRealMatrixPreservingVisitor#start(int,int,int,int,int,int):35, 3.59784108945118
org.apache.commons.math.linear.AbstractRealMatrix#walkInOptimizedOrder(org.apache.commons.math.linear.RealMatrixPreservingVisitor):919, 3.576549997880006
org.apache.commons.math.linear.DefaultRealMatrixPreservingVisitor#end():44, 3.576549997880006
org.apache.commons.math.linear.Array2DRowRealMatrix#setSubMatrix(double[][],int,int):314, 3.557724719112902
org.apache.commons.math.linear.Array2DRowRealMatrix#setSubMatrix(double[][],int,int):315, 3.557724719112902
org.apache.commons.math.linear.Array2DRowRealMatrix#setSubMatrix(double[][],int,int):320, 3.557724719112902
org.apache.commons.math.linear.Array2DRowRealMatrix#setSubMatrix(double[][],int,int):325, 3.557724719112902
org.apache.commons.math.linear.Array2DRowRealMatrix#setSubMatrix(double[][],int,int):326, 3.557724719112902
org.apache.commons.math.linear.Array2DRowRealMatrix#setSubMatrix(double[][],int,int):330, 3.557724719112902
org.apache.commons.math.linear.Array2DRowRealMatrix#setSubMatrix(double[][],int,int):331, 3.557724719112902
org.apache.commons.math.linear.Array2DRowRealMatrix#setSubMatrix(double[][],int,int):334, 3.557724719112902
org.apache.commons.math.linear.Array2DRowRealMatrix#setSubMatrix(double[][],int,int):335, 3.557724719112902
org.apache.commons.math.linear.Array2DRowRealMatrix#setSubMatrix(double[][],int,int):336, 3.557724719112902
org.apache.commons.math.linear.Array2DRowRealMatrix#setSubMatrix(double[][],int,int):341, 3.557724719112902
org.apache.commons.math.linear.Array2DRowRealMatrix#setSubMatrix(double[][],int,int):343, 3.557724719112902
org.apache.commons.math.linear.Array2DRowRealMatrix#setSubMatrix(double[][],int,int):347, 3.557724719112902
org.apache.commons.math.linear.Array2DRowRealMatrix#setSubMatrix(double[][],int,int):316, 3.55696
org.apache.commons.math.linear.Array2DRowRealMatrix#setSubMatrix(double[][],int,int):321, 3.55696
org.apache.commons.math.linear.Array2DRowRealMatrix#setSubMatrix(double[][],int,int):327, 3.55696
org.apache.commons.math.linear.Array2DRowRealMatrix#setSubMatrix(double[][],int,int):332, 3.55696
org.apache.commons.math.linear.Array2DRowRealMatrix#setSubMatrix(double[][],int,int):337, 3.55696
org.apache.commons.math.linear.Array2DRowRealMatrix#setSubMatrix(double[][],int,int):344, 3.55696
org.apache.commons.math.linear.Array2DRowRealMatrix#getColumnDimension():410, 3.3329926727939965
org.apache.commons.math.linear.Array2DRowRealMatrix#getRowDimension():404, 3.328961156055214
org.apache.commons.math.linear.Array2DRowRealMatrix#setEntry(int,int,double):367, 3.251633823232534
org.apache.commons.math.linear.Array2DRowRealMatrix#setEntry(int,int,double):372, 3.251633823232534
org.apache.commons.math.linear.Array2DRowRealMatrix#setEntry(int,int,double):373, 3.251633823232534
org.apache.commons.math.linear.Array2DRowRealMatrix#setEntry(int,int,double):368, 3.25086
org.apache.commons.math.linear.Array2DRowRealMatrix#setEntry(int,int,double):369, 3.25086
org.apache.commons.math.linear.Array2DRowRealMatrix#createMatrix(int,int):160, 3.1887540925533893
org.apache.commons.math.linear.Array2DRowRealMatrix#copyIn(double[][]):622, 2.799904719112902
org.apache.commons.math.linear.Array2DRowRealMatrix#copyIn(double[][]):623, 2.799904719112902
